Unnamed: 0,video_uid,qid,question,task,relevant_timestamps,mcq_test,answer_1,answer_2,answer_3,answer_4,answer_5,duration_in_seconds,scenarios,video_source,device
2927,c49d068c-7607-4c66-94a7-d9ecc7bb5d9f,c49d068c-7607-4c66-94a7-d9ecc7bb5d9f_7_9,Where is the base holder placed in relation to the elevator stand when 'the camera wearer' works on the base structure?,reasoning/spatial/relationship,,"A. The base holder is located on the ground, beneath the elevator stand
B. The base holder is found in front of the elevator stand
C. The base holder is attached to the top of the elevator stand
D. The base holder is positioned on the left side of the elevator stand
E. The base holder is integrated into the back of the elevator stand","The base holder is located on the ground, beneath the elevator stand",The base holder is found in front of the elevator stand,The base holder is attached to the top of the elevator stand,The base holder is positioned on the left side of the elevator stand,The base holder is integrated into the back of the elevator stand,1501.0,Crafting/knitting/sewing/drawing/painting,utokyo,Weeview
2930,c49d068c-7607-4c66-94a7-d9ecc7bb5d9f,c49d068c-7607-4c66-94a7-d9ecc7bb5d9f_7_33,Select the correct statement about spatial relationships depicted in the video,reasoning/spatial/relationship,,"A. The loop part is suspended next to the corner parts
B. The manual is located at the far end of the table
C. The shaft is laid out in front of the base
D. The base holder is positioned on the left side of the elevator stand when 'the camera wearer' works on the base structure
E. The base holder is integrated into the back of the elevator stand",The loop part is suspended next to the corner parts,The manual is located at the far end of the table,The shaft is laid out in front of the base,The base holder is positioned on the left side of the elevator stand when 'the camera wearer' works on the base structure,The base holder is integrated into the back of the elevator stand,1501.0,Crafting/knitting/sewing/drawing/painting,utokyo,Weeview
2931,c49d068c-7607-4c66-94a7-d9ecc7bb5d9f,c49d068c-7607-4c66-94a7-d9ecc7bb5d9f_7_10,Where is the loop part located in relation to the corner parts when 'the camera wearer' is adjusting the Space Rail rocket toy?,reasoning/spatial/relationship,,"A. The loop part is nestled within the corner parts
B. The loop part is on a separate stand away from the corner parts
C. The loop part is situated to the immediate left of the corner parts
D. The loop part is suspended next to the corner parts
E. The loop part is directly above the corner parts",The loop part is nestled within the corner parts,The loop part is on a separate stand away from the corner parts,The loop part is situated to the immediate left of the corner parts,The loop part is suspended next to the corner parts,The loop part is directly above the corner parts,1501.0,Crafting/knitting/sewing/drawing/painting,utokyo,Weeview
2934,c49d068c-7607-4c66-94a7-d9ecc7bb5d9f,c49d068c-7607-4c66-94a7-d9ecc7bb5d9f_6_32,Select the correct statement regarding the spatial proximity of objects in the video,reasoning/spatial/proximity,,"A. The loop part is closer to the base holder than the elevator stand in the assembly area
B. The adjustable knife is closer to the manual than the shaft in the assembly area
C. There was no sheet in the assembly area
D. The space rail pieces are nearer to the table than the marble roller coaster pieces in the assembly area
E. The shaft is closer to the corner parts than the sheet in the assembly area",The loop part is closer to the base holder than the elevator stand in the assembly area,The adjustable knife is closer to the manual than the shaft in the assembly area,There was no sheet in the assembly area,The space rail pieces are nearer to the table than the marble roller coaster pieces in the assembly area,The shaft is closer to the corner parts than the sheet in the assembly area,1501.0,Crafting/knitting/sewing/drawing/painting,utokyo,Weeview
2940,c49d068c-7607-4c66-94a7-d9ecc7bb5d9f,c49d068c-7607-4c66-94a7-d9ecc7bb5d9f_6_3,"In the assembly area, which is closer to the manual: the adjustable knife or the shaft?",reasoning/spatial/proximity,,"A. There was no shaft
B. The adjustable knife is closer to the manual than the shaft
C. There was no adjustable knife
D. The shaft is closer to the manual than the adjustable knife
E. The manual, adjustable knife, and shaft are all equidistant from each other",There was no shaft,The adjustable knife is closer to the manual than the shaft,There was no adjustable knife,The shaft is closer to the manual than the adjustable knife,"The manual, adjustable knife, and shaft are all equidistant from each other",1501.0,Crafting/knitting/sewing/drawing/painting,utokyo,Weeview
2943,c49d068c-7607-4c66-94a7-d9ecc7bb5d9f,c49d068c-7607-4c66-94a7-d9ecc7bb5d9f_6_4,"In the assembly area, which is closer to the base holder: the elevator stand or the loop part?",reasoning/spatial/proximity,,"A. The elevator stand is closer to the base holder than the loop part
B. The base holder is equidistant from both the elevator stand and the loop part
C. There was no elevator stand
D. There was no loop part
E. The loop part is closer to the base holder than the elevator stand",The elevator stand is closer to the base holder than the loop part,The base holder is equidistant from both the elevator stand and the loop part,There was no elevator stand,There was no loop part,The loop part is closer to the base holder than the elevator stand,1501.0,Crafting/knitting/sewing/drawing/painting,utokyo,Weeview
2944,c49d068c-7607-4c66-94a7-d9ecc7bb5d9f,c49d068c-7607-4c66-94a7-d9ecc7bb5d9f_7_34,Select the correct statement about spatial relationships depicted in the video,reasoning/spatial/relationship,,"A. The base holder is found in front of the elevator stand
B. The shaft is aligned parallel to the left edge of the base during the final adjustments of the Space Rail rocket toy
C. The manual is on the floor next to the table
D. The loop part is directly above the corner parts
E. The shaft is hanging above the base",The base holder is found in front of the elevator stand,The shaft is aligned parallel to the left edge of the base during the final adjustments of the Space Rail rocket toy,The manual is on the floor next to the table,The loop part is directly above the corner parts,The shaft is hanging above the base,1501.0,Crafting/knitting/sewing/drawing/painting,utokyo,Weeview
2946,c49d068c-7607-4c66-94a7-d9ecc7bb5d9f,c49d068c-7607-4c66-94a7-d9ecc7bb5d9f_6_31,Select the correct statement regarding the spatial proximity of objects in the video,reasoning/spatial/proximity,,"A. The manual, adjustable knife, and shaft are all equidistant from each other in the assembly area
B. Both the marble roller coaster pieces and the space rail pieces are at the same distance from the table in the assembly area
C. The elevator stand is closer to the base holder than the loop part in the assembly area
D. There was no loop part in the assembly area
E. The shaft is closer to the corner parts than the sheet in the assembly area","The manual, adjustable knife, and shaft are all equidistant from each other in the assembly area",Both the marble roller coaster pieces and the space rail pieces are at the same distance from the table in the assembly area,The elevator stand is closer to the base holder than the loop part in the assembly area,There was no loop part in the assembly area,The shaft is closer to the corner parts than the sheet in the assembly area,1501.0,Crafting/knitting/sewing/drawing/painting,utokyo,Weeview
2951,c49d068c-7607-4c66-94a7-d9ecc7bb5d9f,c49d068c-7607-4c66-94a7-d9ecc7bb5d9f_7_8,Where is the manual located in relation to the table during the assembly process?,reasoning/spatial/relationship,,"A. The manual is hanging on the wall adjacent to the table
B. The manual is on the floor next to the table
C. The manual is located at the far end of the table
D. The manual is placed on a shelf above the table
E. The manual is located on the right side of the table",The manual is hanging on the wall adjacent to the table,The manual is on the floor next to the table,The manual is located at the far end of the table,The manual is placed on a shelf above the table,The manual is located on the right side of the table,1501.0,Crafting/knitting/sewing/drawing/painting,utokyo,Weeview
2953,c49d068c-7607-4c66-94a7-d9ecc7bb5d9f,c49d068c-7607-4c66-94a7-d9ecc7bb5d9f_6_29,Select the correct statement regarding the spatial proximity of objects in the video,reasoning/spatial/proximity,,"A. The marble roller coaster pieces are nearer to the table than the space rail pieces in the assembly area
B. The shaft is closer to the manual than the adjustable knife in the assembly area
C. There was no space rail pieces in the assembly area
D. The corner parts are equidistant from both the shaft and the sheet in the assembly area
E. The loop part is closer to the base holder than the elevator stand in the assembly area",The marble roller coaster pieces are nearer to the table than the space rail pieces in the assembly area,The shaft is closer to the manual than the adjustable knife in the assembly area,There was no space rail pieces in the assembly area,The corner parts are equidistant from both the shaft and the sheet in the assembly area,The loop part is closer to the base holder than the elevator stand in the assembly area,1501.0,Crafting/knitting/sewing/drawing/painting,utokyo,Weeview
2967,e65eb769-09ac-4ed0-b747-847e76252fa6,e65eb769-09ac-4ed0-b747-847e76252fa6_7_33,Select the correct statement about spatial relationships depicted in the video,reasoning/spatial/relationship,,"A. The couch is located behind the television, facing away
B. The kettle is located on a shelf directly across from the tap
C. The remote is found on a shelf above where the mug is placed
D. The camera wearer places it to the right of the juicer
E. The fridge is situated to the right of the cabinet","The couch is located behind the television, facing away",The kettle is located on a shelf directly across from the tap,The remote is found on a shelf above where the mug is placed,The camera wearer places it to the right of the juicer,The fridge is situated to the right of the cabinet,2520.26,"Cleaning / laundry, Cooking, Eating, Indoor Navigation (walking), Listening to music, Watching tv",kaust,GoPro Hero Black 7
